Name,ActiveCases,Recovered,Death,Total cases,Date
West Bengal,22315,56884,1785,79199,8/4/2020
Andaman and Nicobar Islands,639,277,12,916,8/5/2020
Andhra Pradesh,79104,95625,1604,174729,8/5/2020
Arunachal Pradesh,682,1105,3,1787,8/5/2020
Assam,13625,34421,115,48046,8/5/2020
Bihar,21093,40348,347,61441,8/5/2020
Chandigarh,471,715,20,1186,8/5/2020
Chhattisgarh,2520,7613,69,10133,8/5/2020
Dadra and Nagar Haveli and Daman and Diu,404,919,2,1323,8/5/2020
Delhi,9897,125226,4033,135123,8/5/2020
Goa,1901,5114,60,7015,8/5/2020
Gujarat,14690,48376,2533,63066,8/5/2020
Haryana,6122,31226,448,37348,8/5/2020
Himachal Pradesh,1155,1710,14,2865,8/5/2020
Jammu and Kashmir,7123,14856,417,21979,8/5/2020
Jharkhand,8648,5164,128,13812,8/5/2020
Karnataka,73854,69272,2704,143126,8/5/2020
Kerala,11570,16299,87,27869,8/5/2020
Ladakh,400,1127,7,1527,8/5/2020
Madhya Pradesh,8756,25414,912,34170,8/5/2020
Maharashtra,142458,299356,16142,441814,8/5/2020
Manipur,1197,1814,7,3011,8/5/2020
Meghalaya,582,330,5,912,8/5/2020
Mizoram,222,282,0,504,8/5/2020
Nagaland,1741,659,5,2400,8/5/2020
Odisha,12982,24483,216,37465,8/5/2020
Puducherry,1552,2537,58,4089,8/5/2020
Punjab,6062,12491,462,18553,8/5/2020
Rajasthan,13115,32832,732,45947,8/5/2020
Sikkim,483,299,1,782,8/5/2020
Tamil Nadu,55152,208784,4349,263936,8/5/2020
Telengana,19568,50814,576,70382,8/5/2020
Tripura,1873,3725,30,5598,8/5/2020
Uttarakhand,3066,4847,95,7913,8/5/2020
Uttar Pradesh,41222,57271,1817,98493,8/5/2020
West Bengal,22315,56884,1785,79199,8/5/2020
Andaman and Nicobar Islands,752,355,16,1107,8/6/2020
Andhra Pradesh,82166,112870,1753,195036,8/6/2020
Arunachal Pradesh,700,1245,3,1945,8/6/2020
Assam,15467,37224,126,52691,8/6/2020
Bihar,23888,43537,363,67425,8/6/2020
Chandigarh,530,777,20,1307,8/6/2020
Chhattisgarh,2767,8088,77,10855,8/6/2020
Dadra and Nagar Haveli and Daman and Diu,416,973,2,1389,8/6/2020
Delhi,10348,127124,4059,137472,8/6/2020
Goa,2095,5453,66,7548,8/6/2020
Gujarat,14766,50350,2583,65116,8/6/2020
Haryana,6205,32640,458,38845,8/6/2020
Himachal Pradesh,1168,1865,14,3033,8/6/2020
Jammu and Kashmir,7310,15708,436,23018,8/6/2020
Jharkhand,9017,6594,145,15611,8/6/2020
Karnataka,75076,80281,2897,155357,8/6/2020
Kerala,12019,18333,97,30352,8/6/2020
Ladakh,411,1177,7,1588,8/6/2020
Madhya Pradesh,8716,26902,946,35618,8/6/2020
Maharashtra,146612,316375,16792,462987,8/6/2020
Manipur,1304,1905,8,3209,8/6/2020
Meghalaya,640,345,5,985,8/6/2020
Mizoram,251,288,0,539,8/6/2020
Nagaland,1755,819,6,2574,8/6/2020
Odisha,13594,26888,235,40482,8/6/2020
Puducherry,1743,2808,70,4551,8/6/2020
Punjab,6715,13659,517,20374,8/6/2020
Rajasthan,13108,35131,757,48239,8/6/2020
Sikkim,475,353,1,828,8/6/2020
Tamil Nadu,53486,221087,4571,274573,8/6/2020
Telengana,21417,53239,601,74656,8/6/2020
Tripura,1957,3860,36,5817,8/6/2020
Uttarakhand,3027,5427,98,8454,8/6/2020
Uttar Pradesh,43654,63402,1918,107056,8/6/2020
West Bengal,23829,61023,1902,84852,8/6/2020
Andaman and Nicobar Islands,752,355,16,1107,8/7/2020
Andhra Pradesh,82166,112870,1753,195036,8/7/2020
Arunachal Pradesh,700,1245,3,1945,8/7/2020
Assam,15467,37224,126,52691,8/7/2020
Bihar,23888,43537,363,67425,8/7/2020
Chandigarh,530,777,20,1307,8/7/2020
Chhattisgarh,2767,8088,77,10855,8/7/2020
Dadra and Nagar Haveli and Daman and Diu,416,973,2,1389,8/7/2020
Delhi,10348,127124,4059,137472,8/7/2020
Goa,2095,5453,66,7548,8/7/2020
Gujarat,14766,50350,2583,65116,8/7/2020
Haryana,6205,32640,458,38845,8/7/2020
Himachal Pradesh,1168,1865,14,3033,8/7/2020
Jammu and Kashmir,7310,15708,436,23018,8/7/2020
Jharkhand,9017,6594,145,15611,8/7/2020
Karnataka,75076,80281,2897,155357,8/7/2020
Kerala,12019,18333,97,30352,8/7/2020
Ladakh,411,1177,7,1588,8/7/2020
Madhya Pradesh,8716,26902,946,35618,8/7/2020
Maharashtra,146612,316375,16792,462987,8/7/2020
Manipur,1304,1905,8,3209,8/7/2020
Meghalaya,640,345,5,985,8/7/2020
Mizoram,251,288,0,539,8/7/2020
Nagaland,1755,819,6,2574,8/7/2020
Odisha,13594,26888,235,40482,8/7/2020
Puducherry,1743,2808,70,4551,8/7/2020
Punjab,6715,13659,517,20374,8/7/2020
Rajasthan,13108,35131,757,48239,8/7/2020
Sikkim,475,353,1,828,8/7/2020
Tamil Nadu,53486,221087,4571,274573,8/7/2020
Telengana,21417,53239,601,74656,8/7/2020
Tripura,1957,3860,36,5817,8/7/2020
Uttarakhand,3027,5427,98,8454,8/7/2020
Uttar Pradesh,43654,63402,1918,107056,8/7/2020
West Bengal,23829,61023,1902,84852,8/7/2020
Andaman and Nicobar Islands,831,500,20,1331,8/8/2020
Andhra Pradesh,85486,129615,1939,215101,8/8/2020
Arunachal Pradesh,684,1430,3,2114,8/8/2020
Assam,16983,40591,140,57574,8/8/2020
Bihar,26669,48243,382,74912,8/8/2020
Chandigarh,530,872,24,1402,8/8/2020
Chhattisgarh,3072,8582,89,11654,8/8/2020
Dadra and Nagar Haveli and Daman and Diu,417,1037,2,1454,8/8/2020
Delhi,10667,129362,4098,140029,8/8/2020
Goa,2332,5802,72,8134,8/8/2020
Gujarat,14386,52855,2628,67241,8/8/2020
Haryana,6338,34031,474,40369,8/8/2020
Himachal Pradesh,1169,2081,14,3250,8/8/2020
Jammu and Kashmir,7264,16667,459,23931,8/8/2020
Jharkhand,8816,8123,155,16939,8/8/2020
Karnataka,79773,89238,3091,169011,8/8/2020
Kerala,12152,20862,106,33014,8/8/2020
Ladakh,416,1214,9,1630,8/8/2020
Madhya Pradesh,8827,28353,977,37180,8/8/2020
Maharashtra,147355,338362,17367,485717,8/8/2020
Manipur,1697,1927,11,3624,8/8/2020
Meghalaya,594,423,6,1017,8/8/2020
Mizoram,297,296,0,593,8/8/2020
Nagaland,1785,896,7,2681,8/8/2020
Odisha,13692,30242,259,43934,8/8/2020
Puducherry,1989,3054,80,5043,8/8/2020
Punjab,7486,14880,562,22366,8/8/2020
Rajasthan,13387,37163,778,50550,8/8/2020
Sikkim,389,470,1,859,8/8/2020
Tamil Nadu,53481,232618,4808,286099,8/8/2020
Telengana,22869,55999,627,78868,8/8/2020
Tripura,1929,4176,41,6105,8/8/2020
Uttarakhand,3322,5963,117,9285,8/8/2020
Uttar Pradesh,46177,69833,2028,116010,8/8/2020
West Bengal,25486,65124,2005,90610,8/8/2020
Andaman and Nicobar Islands,822,648,20,1470,8/9/2020
Andhra Pradesh,87112,138712,2036,225824,8/9/2020
Arunachal Pradesh,670,1482,3,2152,8/9/2020
Assam,16367,42325,145,58692,8/9/2020
Bihar,27906,51158,387,79064,8/9/2020
Chandigarh,586,904,25,1490,8/9/2020
Chhattisgarh,3243,8809,96,12052,8/9/2020
Dadra and Nagar Haveli and Daman and Diu,441,1121,2,1562,8/9/2020
Delhi,10729,130587,4111,141316,8/9/2020
Goa,2642,5995,75,8637,8/9/2020
Gujarat,14147,54166,2652,68313,8/9/2020
Haryana,6371,34781,483,41152,8/9/2020
Himachal Pradesh,1175,2181,15,3356,8/9/2020
Jammu and Kashmir,7422,17003,472,24425,8/9/2020
Jharkhand,9123,8838,177,17961,8/9/2020
Karnataka,80981,93908,3198,174889,8/9/2020
Kerala,12391,21832,108,34223,8/9/2020
Ladakh,457,1222,9,1679,8/9/2020
Madhya Pradesh,9009,29020,996,38029,8/9/2020
Maharashtra,145865,351710,17757,497575,8/9/2020
Manipur,1698,2044,11,3742,8/9/2020
Meghalaya,566,490,6,1056,8/9/2020
Mizoram,322,298,0,620,8/9/2020
Nagaland,1869,904,8,2773,8/9/2020
Odisha,13870,31785,272,45655,8/9/2020
Puducherry,2094,3201,87,5295,8/9/2020
Punjab,7998,15319,586,23317,8/9/2020
Rajasthan,13473,38235,789,51708,8/9/2020
Sikkim,371,494,1,865,8/9/2020
Tamil Nadu,53336,238638,4927,291974,8/9/2020
Telengana,22528,57586,637,80114,8/9/2020
Tripura,1723,4443,42,6166,8/9/2020
Uttarakhand,3373,6134,125,9507,8/9/2020
Uttar Pradesh,47890,72650,2069,120540,8/9/2020
West Bengal,26375,67120,2059,93495,8/9/2020
Andaman and Nicobar Islands,822,648,20,1470,8/10/2020
Andhra Pradesh,87112,138712,2036,225824,8/10/2020
Arunachal Pradesh,670,1482,3,2152,8/10/2020
Assam,16367,42325,145,58692,8/10/2020
Bihar,27906,51158,387,79064,8/10/2020
Chandigarh,586,904,25,1490,8/10/2020
Chhattisgarh,3243,8809,96,12052,8/10/2020
Dadra and Nagar Haveli and Daman and Diu,441,1121,2,1562,8/10/2020
Delhi,10729,130587,4111,141316,8/10/2020
Goa,2642,5995,75,8637,8/10/2020
Gujarat,14147,54166,2652,68313,8/10/2020
Haryana,6371,34781,483,41152,8/10/2020
Himachal Pradesh,1175,2181,15,3356,8/10/2020
Jammu and Kashmir,7422,17003,472,24425,8/10/2020
Jharkhand,9123,8838,177,17961,8/10/2020
Karnataka,80981,93908,3198,174889,8/10/2020
Kerala,12391,21832,108,34223,8/10/2020
Ladakh,457,1222,9,1679,8/10/2020
Madhya Pradesh,9009,29020,996,38029,8/10/2020
Maharashtra,145865,351710,17757,497575,8/10/2020
Manipur,1698,2044,11,3742,8/10/2020
Meghalaya,566,490,6,1056,8/10/2020
Mizoram,322,298,0,620,8/10/2020
Nagaland,1869,904,8,2773,8/10/2020
Odisha,13870,31785,272,45655,8/10/2020
Puducherry,2094,3201,87,5295,8/10/2020
Punjab,7998,15319,586,23317,8/10/2020
Rajasthan,13473,38235,789,51708,8/10/2020
Sikkim,371,494,1,865,8/10/2020
Tamil Nadu,53336,238638,4927,291974,8/10/2020
Telengana,22528,57586,637,80114,8/10/2020
Tripura,1723,4443,42,6166,8/10/2020
Uttarakhand,3373,6134,125,9507,8/10/2020
Uttar Pradesh,47890,72650,2069,120540,8/10/2020
West Bengal,26375,67120,2059,93495,8/10/2020
Andaman and Nicobar Islands,896,709,20,1605,8/11/2020
Andhra Pradesh,87773,145636,2116,233409,8/11/2020
Arunachal Pradesh,636,1592,3,2228,8/11/2020
Assam,18000,43586,151,61586,8/11/2020
Bihar,28065,54088,397,82153,8/11/2020
Chandigarh,566,1004,25,1570,8/11/2020
Chhattisgarh,3336,9013,99,12349,8/11/2020
Dadra and Nagar Haveli and Daman and Diu,444,1167,2,1611,8/11/2020
Delhi,10346,131657,4131,142003,8/11/2020
Goa,2741,6208,80,8949,8/11/2020
Gujarat,14055,55304,2672,69359,8/11/2020
Haryana,6448,35492,489,41940,8/11/2020
Himachal Pradesh,1241,2205,17,3446,8/11/2020
Jammu and Kashmir,7514,17375,478,24889,8/11/2020
Jharkhand,8811,9724,188,18535,8/11/2020
Karnataka,79916,99126,3312,179042,8/11/2020
Kerala,12784,22616,115,35400,8/11/2020
Ladakh,471,1237,9,1708,8/11/2020
Madhya Pradesh,9202,29674,1015,38876,8/11/2020
Maharashtra,148042,358421,18050,506463,8/11/2020
Manipur,1720,2122,11,3842,8/11/2020
Meghalaya,610,498,6,1108,8/11/2020
Mizoram,300,323,0,623,8/11/2020
Nagaland,2030,973,8,3003,8/11/2020
Odisha,14148,33021,286,47169,8/11/2020
Puducherry,2180,3355,89,5535,8/11/2020
Punjab,8550,15735,604,24285,8/11/2020
Rajasthan,13810,39060,800,52870,8/11/2020
Sikkim,399,510,1,909,8/11/2020
Tamil Nadu,53099,244675,5041,297774,8/11/2020
Telengana,22628,59374,645,82002,8/11/2020
Tripura,1673,4656,43,6329,8/11/2020
Uttarakhand,3586,6301,134,9887,8/11/2020
Uttar Pradesh,47878,76724,2120,124602,8/11/2020
West Bengal,26031,70328,2100,96359,8/11/2020
Andaman and Nicobar Islands,994,749,21,1743,8/12/2020
Andhra Pradesh,87597,154749,2203,242346,8/12/2020
Arunachal Pradesh,690,1634,3,2324,8/12/2020
Assam,19178,45073,155,64251,8/12/2020
Bihar,29291,56709,413,86000,8/12/2020
Chandigarh,629,1015,26,1644,8/12/2020
Chhattisgarh,3586,9239,104,12825,8/12/2020
Dadra and Nagar Haveli and Daman and Diu,442,1209,2,1651,8/12/2020
Delhi,10868,132384,4139,143252,8/12/2020
Goa,2878,6480,86,9358,8/12/2020
Gujarat,14024,56444,2695,70468,8/12/2020
Haryana,6645,36082,500,42727,8/12/2020
Himachal Pradesh,1206,2273,18,3479,8/12/2020
Jammu and Kashmir,7462,17979,490,25441,8/12/2020
Jharkhand,8658,10375,192,19033,8/12/2020
Karnataka,79614,105599,3398,185213,8/12/2020
Kerala,12770,24042,120,36812,8/12/2020
Ladakh,506,1255,9,1761,8/12/2020
Madhya Pradesh,9105,30596,1033,39701,8/12/2020
Maharashtra,148860,368435,18306,517295,8/12/2020
Manipur,1801,2128,12,3929,8/12/2020
Meghalaya,621,509,6,1130,8/12/2020
Mizoram,325,323,0,648,8/12/2020
Nagaland,2032,991,8,3023,8/12/2020
Odisha,13694,34806,296,48500,8/12/2020
Puducherry,2277,3532,91,5809,8/12/2020
Punjab,8463,16790,636,25253,8/12/2020
Rajasthan,13677,40399,811,54076,8/12/2020
Sikkim,378,534,1,912,8/12/2020
Tamil Nadu,52810,250680,5159,303490,8/12/2020
Telengana,22596,61294,654,83890,8/12/2020
Tripura,1601,4838,43,6439,8/12/2020
Uttarakhand,3826,6470,136,10296,8/12/2020
Uttar Pradesh,48998,80589,2176,129587,8/12/2020
West Bengal,25846,73395,2149,99241,8/12/2020
Andaman and Nicobar Islands,1050,829,21,1879,8/13/2020
Andhra Pradesh,90425,161425,2296,251850,8/13/2020
Arunachal Pradesh,768,1659,3,2427,8/13/2020
Assam,21629,47209,161,68838,8/13/2020
Bihar,30119,59786,416,89905,8/13/2020
Chandigarh,702,1023,26,1725,8/13/2020
Chhattisgarh,3881,9508,109,13389,8/13/2020
Dadra and Nagar Haveli and Daman and Diu,446,1248,2,1694,8/13/2020
Delhi,10946,133405,4153,144351,8/13/2020
Goa,3194,6641,89,9835,8/13/2020
Gujarat,14184,57421,2713,71605,8/13/2020
Haryana,6827,36694,503,43521,8/13/2020
Himachal Pradesh,1256,2362,18,3618,8/13/2020
Jammu and Kashmir,7392,18523,498,25915,8/13/2020
Jharkhand,8731,10815,197,19546,8/13/2020
Karnataka,80351,112633,3510,192984,8/13/2020
Kerala,13096,24922,126,38018,8/13/2020
Ladakh,528,1274,9,1802,8/13/2020
Madhya Pradesh,9317,31239,1048,40556,8/13/2020
Maharashtra,147820,381843,18650,529663,8/13/2020
Manipur,1739,2231,12,3970,8/13/2020
Meghalaya,656,517,6,1173,8/13/2020
Mizoram,319,330,0,649,8/13/2020
Nagaland,1997,1113,8,3110,8/13/2020
Odisha,13888,36479,305,50367,8/13/2020
Puducherry,2609,3676,96,6285,8/13/2020
Punjab,9022,17212,675,26234,8/13/2020
Rajasthan,13630,41648,822,55278,8/13/2020
Sikkim,379,550,1,929,8/13/2020
Tamil Nadu,52929,256313,5278,309242,8/13/2020
Telengana,22736,63074,665,85810,8/13/2020
Tripura,1647,4912,44,6559,8/13/2020
Uttarakhand,4059,6687,140,10746,8/13/2020
Uttar Pradesh,49347,84661,2230,134008,8/13/2020
West Bengal,26003,76120,2203,102123,8/13/2020
Andaman and Nicobar Islands,1130,1032,24,2162,8/14/2020
Andhra Pradesh,89907,180703,2475,270610,8/14/2020
Arunachal Pradesh,852,1750,5,2602,8/14/2020
Assam,22633,51693,175,74326,8/14/2020
Bihar,32636,64930,442,97566,8/14/2020
Chandigarh,809,1091,28,1900,8/14/2020
Chhattisgarh,4494,9857,130,14351,8/14/2020
Dadra and Nagar Haveli and Daman and Diu,464,1331,2,1795,8/14/2020
Delhi,11366,135108,4178,146474,8/14/2020
Goa,3720,7157,93,10877,8/14/2020
Gujarat,14196,59538,2746,73734,8/14/2020
Haryana,6748,38348,518,45096,8/14/2020
Himachal Pradesh,1304,2551,19,3855,8/14/2020
Jammu and Kashmir,7027,19942,520,26969,8/14/2020
Jharkhand,7856,13515,224,21371,8/14/2020
Karnataka,79209,128182,3717,207391,8/14/2020
Kerala,14146,26992,139,41138,8/14/2020
Ladakh,567,1303,9,1870,8/14/2020
Madhya Pradesh,9928,32405,1081,42333,8/14/2020
Maharashtra,151865,401442,19427,553307,8/14/2020
Manipur,1825,2360,13,4185,8/14/2020
Meghalaya,641,581,6,1222,8/14/2020
Mizoram,309,348,0,657,8/14/2020
Nagaland,2116,1198,8,3314,8/14/2020
Odisha,15100,39206,324,54306,8/14/2020
Puducherry,2880,4009,106,6889,8/14/2020
Punjab,9954,18328,731,28282,8/14/2020
Rajasthan,13949,43897,846,57846,8/14/2020
Sikkim,456,623,1,1079,8/14/2020
Tamil Nadu,53716,267015,5514,320731,8/14/2020
Telengana,23379,66196,684,89575,8/14/2020
Tripura,1796,5088,50,6884,8/14/2020
Uttarakhand,3966,7502,147,11468,8/14/2020
Uttar Pradesh,50426,92526,2335,142952,8/14/2020
West Bengal,26850,81189,2319,108039,8/14/2020
Andaman and Nicobar Islands,1130,1032,24,2162,8/15/2020
Andhra Pradesh,89907,180703,2475,270610,8/15/2020
Arunachal Pradesh,852,1750,5,2602,8/15/2020
Assam,22633,51693,175,74326,8/15/2020
Bihar,32636,64930,442,97566,8/15/2020
Chandigarh,809,1091,28,1900,8/15/2020
Chhattisgarh,4494,9857,130,14351,8/15/2020
Dadra and Nagar Haveli and Daman and Diu,464,1331,2,1795,8/15/2020
Delhi,11366,135108,4178,146474,8/15/2020
Goa,3720,7157,93,10877,8/15/2020
Gujarat,14196,59538,2746,73734,8/15/2020
Haryana,6748,38348,518,45096,8/15/2020
Himachal Pradesh,1304,2551,19,3855,8/15/2020
Jammu and Kashmir,7027,19942,520,26969,8/15/2020
Jharkhand,7856,13515,224,21371,8/15/2020
Karnataka,79209,128182,3717,207391,8/15/2020
Kerala,14146,26992,139,41138,8/15/2020
Ladakh,567,1303,9,1870,8/15/2020
Madhya Pradesh,9928,32405,1081,42333,8/15/2020
Maharashtra,151865,401442,19427,553307,8/15/2020
Manipur,1825,2360,13,4185,8/15/2020
Meghalaya,641,581,6,1222,8/15/2020
Mizoram,309,348,0,657,8/15/2020
Nagaland,2116,1198,8,3314,8/15/2020
Odisha,15100,39206,324,54306,8/15/2020
Puducherry,2880,4009,106,6889,8/15/2020
Punjab,9954,18328,731,28282,8/15/2020
Rajasthan,13949,43897,846,57846,8/15/2020
Sikkim,456,623,1,1079,8/15/2020
Tamil Nadu,53716,267015,5514,320731,8/15/2020
Telengana,23379,66196,684,89575,8/15/2020
Tripura,1796,5088,50,6884,8/15/2020
Uttarakhand,3966,7502,147,11468,8/15/2020
Uttar Pradesh,50426,92526,2335,142952,8/15/2020
West Bengal,26850,81189,2319,108039,8/15/2020
Andaman and Nicobar Islands,1154,1128,24,2282,8/16/2020
Andhra Pradesh,88138,191117,2562,279255,8/16/2020
Arunachal Pradesh,882,1771,5,2653,8/16/2020
Assam,22090,53286,182,75376,8/16/2020
Bihar,32591,68510,450,101101,8/16/2020
Chandigarh,863,1118,28,1981,8/16/2020
Chhattisgarh,4807,10046,134,14853,8/16/2020
Dadra and Nagar Haveli and Daman and Diu,457,1384,2,1841,8/16/2020
Delhi,11489,136251,4188,147740,8/16/2020
Goa,3753,7488,98,11241,8/16/2020
Gujarat,14241,60553,2765,74794,8/16/2020
Haryana,6943,38939,528,45882,8/16/2020
Himachal Pradesh,1342,2632,19,3974,8/16/2020
Jammu and Kashmir,6818,20676,527,27494,8/16/2020
Jharkhand,8137,14024,228,22161,8/16/2020
Karnataka,81284,134811,3831,216095,8/16/2020
Kerala,14944,27795,146,42739,8/16/2020
Ladakh,592,1307,10,1899,8/16/2020
Madhya Pradesh,9986,33353,1094,43339,8/16/2020
Maharashtra,156719,408286,19749,565005,8/16/2020
Manipur,1939,2438,13,4377,8/16/2020
Meghalaya,690,596,6,1286,8/16/2020
Mizoram,421,356,0,777,8/16/2020
Nagaland,2011,1321,8,3332,8/16/2020
Odisha,16066,40727,333,56793,8/16/2020
Puducherry,3024,4224,106,7248,8/16/2020
Punjab,10407,18863,771,29270,8/16/2020
Rajasthan,13863,45254,862,59117,8/16/2020
Sikkim,486,661,1,1147,8/16/2020
Tamil Nadu,54213,272251,5641,326464,8/16/2020
Telengana,22542,68126,693,90668,8/16/2020
Tripura,1855,5151,55,7006,8/16/2020
Uttarakhand,4041,7748,151,11789,8/16/2020
Uttar Pradesh,51437,96231,2393,147668,8/16/2020
West Bengal,27219,83836,2377,111055,8/16/2020
Andaman and Nicobar Islands,1145,1226,28,2371,8/17/2020
Andhra Pradesh,85945,201234,2650,287179,8/17/2020
Arunachal Pradesh,888,1808,5,2696,8/17/2020
Assam,21471,55215,189,76686,8/17/2020
Bihar,31059,72324,461,103383,8/17/2020
Chandigarh,936,1137,29,2073,8/17/2020
Chhattisgarh,5095,10235,141,15330,8/17/2020
Dadra and Nagar Haveli and Daman and Diu,445,1431,2,1876,8/17/2020
Delhi,10823,137561,4196,148384,8/17/2020
Goa,3760,7775,104,11535,8/17/2020
Gujarat,14383,61512,2785,75895,8/17/2020
Haryana,7014,39601,538,46615,8/17/2020
Himachal Pradesh,1417,2720,19,4137,8/17/2020
Jammu and Kashmir,6985,20943,542,27928,8/17/2020
Jharkhand,8112,14699,244,22811,8/17/2020
Karnataka,81528,141491,3947,223019,8/17/2020
Kerala,15365,28894,156,44259,8/17/2020
Ladakh,578,1356,14,1934,8/17/2020
Madhya Pradesh,10312,34038,1105,44350,8/17/2020
Maharashtra,158705,417123,20037,575828,8/17/2020
Manipur,1921,2632,16,4553,8/17/2020
Meghalaya,693,675,6,1368,8/17/2020
Mizoram,418,371,0,789,8/17/2020
Nagaland,1964,1422,8,3386,8/17/2020
Odisha,17430,42277,343,59707,8/17/2020
Puducherry,3179,4443,110,7622,8/17/2020
Punjab,10963,19431,812,30394,8/17/2020
Rajasthan,13816,46604,876,60420,8/17/2020
Sikkim,493,673,1,1166,8/17/2020
Tamil Nadu,54019,278270,5766,332289,8/17/2020
Telengana,21420,70132,703,91552,8/17/2020
Tripura,1859,5286,59,7145,8/17/2020
Uttarakhand,3923,8100,152,12023,8/17/2020
Uttar Pradesh,51537,100432,2449,151969,8/17/2020
West Bengal,27299,86771,2428,114070,8/17/2020
Andaman and Nicobar Islands,1091,1325,29,2416,8/18/2020
Andhra Pradesh,84777,209100,2732,293877,8/18/2020
Arunachal Pradesh,843,1893,5,2736,8/18/2020
Assam,22736,56734,197,79470,8/18/2020
Bihar,29387,76452,468,105839,8/18/2020
Chandigarh,1003,1183,30,2186,8/18/2020
Chhattisgarh,5277,10598,150,15875,8/18/2020
Dadra and Nagar Haveli and Daman and Diu,447,1459,2,1906,8/18/2020
Delhi,10852,138301,4214,149153,8/18/2020
Goa,3825,8058,111,11883,8/18/2020
Gujarat,14315,62595,2800,76910,8/18/2020
Haryana,6880,40610,550,47490,8/18/2020
Himachal Pradesh,1321,2834,19,4155,8/18/2020
Jammu and Kashmir,7048,21296,548,28344,8/18/2020
Jharkhand,8451,15051,250,23502,8/18/2020
Karnataka,80659,148562,4062,229221,8/18/2020
Kerala,15946,30025,169,45971,8/18/2020
Ladakh,584,1368,14,1952,8/18/2020
Madhya Pradesh,10232,35025,1128,45257,8/18/2020
Maharashtra,155579,428514,20265,584093,8/18/2020
Manipur,1936,2734,17,4670,8/18/2020
Meghalaya,733,679,6,1412,8/18/2020
Mizoram,417,372,0,789,8/18/2020
Nagaland,1917,1530,8,3447,8/18/2020
Odisha,18161,43780,353,61941,8/18/2020
Puducherry,3288,4627,114,7915,8/18/2020
Punjab,11653,20180,863,31833,8/18/2020
Rajasthan,14089,47654,887,61743,8/18/2020
Sikkim,485,701,1,1186,8/18/2020
Tamil Nadu,54122,283937,5886,338059,8/18/2020
Telengana,21024,72202,711,93226,8/18/2020
Tripura,1943,5404,62,7347,8/18/2020
Uttarakhand,3850,8485,158,12335,8/18/2020
Uttar Pradesh,50893,104808,2515,155701,8/18/2020
West Bengal,27402,89703,2473,117105,8/18/2020
Andaman and Nicobar Islands,1078,1421,30,2499,8/19/2020
Andhra Pradesh,85130,218311,2820,303441,8/19/2020
Arunachal Pradesh,921,1949,5,2870,8/19/2020
Assam,23704,58294,203,81998,8/19/2020
Bihar,28692,80330,476,109022,8/19/2020
Chandigarh,1032,1243,30,2275,8/19/2020
Chhattisgarh,5828,10847,158,16675,8/19/2020
Dadra and Nagar Haveli and Daman and Diu,425,1524,2,1949,8/19/2020
Delhi,11068,139447,4226,150515,8/19/2020
Goa,3861,8356,116,12217,8/19/2020
Gujarat,14279,63703,2820,77982,8/19/2020
Haryana,7081,41298,557,48379,8/19/2020
Himachal Pradesh,1293,2923,19,4216,8/19/2020
Jammu and Kashmir,6879,21886,561,28765,8/19/2020
Jharkhand,8708,15507,262,24215,8/19/2020
Karnataka,79798,156949,4201,236747,8/19/2020
Kerala,16333,31390,175,47723,8/19/2020
Ladakh,598,1395,17,1993,8/19/2020
Madhya Pradesh,10521,35713,1141,46234,8/19/2020
Maharashtra,156920,437870,20687,594790,8/19/2020
Manipur,1958,2789,18,4747,8/19/2020
Meghalaya,766,685,6,1451,8/19/2020
Mizoram,481,379,0,860,8/19/2020
